Product Name,Salt Composition,M.R.P.,Company
ROSAVE EZ 20 CAP 10S,Rosuvastatin + Ezetimibe,409.59,ALEMBIC (CARDIGEM)
TELLZY AM TAB 1*15,Telmisartan + Amlodipine,335.00,ALEMBIC (CARDIGEM)
TELLZY-H TAB 1*15'S,Telmisartan + Hydrochlorothiazide,333.00,ALEMBIC (CARDIGEM)
GLISEN MF 2MG TAB 15'S,Glimepiride + Metformin,262.64,ALEMBIC (CARDIGEM)
GLISEN MF FORTE 2MG TABS,Glimepiride + Metformin,243.33,ALEMBIC (CARDIGEM)
ETERNEX-T TAB 10 S,Teneligliptin,118.43,ALEMBIC (CARDIGEM)
GLISEN MF FORTE 1 MG TAB 10 S,Glimepiride + Metformin,190.03,ALEMBIC (CARDIGEM)
GLISEN PM- 1 MG TAB 15 S,Glimepiride + Pioglitazone + Metformin,197.53,ALEMBIC (CARDIGEM)
GLISEN PM- 2 MG TAB 15 S,Glimepiride + Pioglitazone + Metformin,288.47,ALEMBIC (CARDIGEM)
GLISEN VM-1MG TAB 10'S,Glimepiride + Voglibose + Metformin,194.72,ALEMBIC (CARDIGEM)
GLISEN VM2 MG TAB 10 S,Glimepiride + Voglibose + Metformin,257.53,ALEMBIC (CARDIGEM)
TELLZY-AH TAB 15 S,Telmisartan + Amlodipine + Hydrochlorothiazide,317.53,ALEMBIC (CARDIGEM)
TELLZY 80 H TAB 15S,Telmisartan + Hydrochlorothiazide,535.31,ALEMBIC (CARDIGEM)
GLISEN MF 1MG TAB 15S,Glimepiride + Metformin,178.83,ALEMBIC (CARDIGEM)
VOAGE-V TAB 10'S,Dapagliflozin + Vildagliptin,236.25,ALEMBIC (CARDIGEM)
ROSAVE GOLD 20 CAP 10S,Rosuvastatin + Aspirin + Clopidogrel,336.19,ALEMBIC (CARDIGEM)
ROSAVE GOLD 10 CAP 10S,Rosuvastatin + Aspirin + Clopidogrel,226.22,ALEMBIC (CARDIGEM)
ETERNEX M 1000 TAB 10S,Metformin + Teneligliptin,180.47,ALEMBIC (CARDIGEM)
ETERNEX M 500 TAB 10S,Metformin + Teneligliptin,198.56,ALEMBIC (CARDIGEM)
SYNX 500MG TAB 10S,Tranexamic Acid,189.19,ALEMBIC (CARDIGEM)
ALSECTAN 100MG TAB 14'S,Aceclofenac,590.63,ALEMBIC (CARDIGEM)
ALSECTAN 200MG 7'S TAB,Aceclofenac,360.94,ALEMBIC (CARDIGEM)
ALSECTAN 50MG 14'S TAB,Aceclofenac,380.63,ALEMBIC (CARDIGEM)
BISOZIFF 2.5MG TAB 10'S,Bisoprolol,42.19,ALEMBIC (CARDIGEM)
ORYZA LOTION 100ML,Oat Extract + Ceramides + Moisturizing Agents,755.00,ALEMBIC (DERMA)
GROCAPIX-M 60ML,Minoxidil + Finasteride,"1,286.25",ALEMBIC (DERMA)
ULZOL CREAM 30MG,Luliconazole,271.88,ALEMBIC (DERMA)
GROGAIN PRO ADV HAIR SERUM 60ML,Redensyl + Anagain + Procapil + Capixyl,"1,390.00",ALEMBIC (DERMA)
GROGAIN MF SOLUTION 60ML,Minoxidil + Finasteride,"1,021.88",ALEMBIC (DERMA)
ADVAN INSTA CREEM 20GM,Adapalene + Clindamycin,646.14,ALEMBIC (DERMA)
ACNICIN CREAM 15GM,Clindamycin,262.08,ALEMBIC (DERMA)
ALTRIS 5 SOLUTION 30ML,Minoxidil,660.38,ALEMBIC (DERMA)
BILAMBIC TAB 20MG 10'S,Bilastine,155.80,ALEMBIC (DERMA)
ORYZA AD CREAM 10GM,NEEDS_VERIFICATION,186.56,ALEMBIC (DERMA)
ORYZA AD CREAM 30GM,NEEDS_VERIFICATION,506.25,ALEMBIC (DERMA)
ORYZA CERAMAX 3.1.1.MOIS.LOTI. 250ML,NEEDS_VERIFICATION,825.00,ALEMBIC (DERMA)
VILDAMBIC OD 100MG TAB 10'S,Vildagliptin,111.28,ALEMBIC (DERMA)
ORYZA ACNE CREAM 75GM,NEEDS_VERIFICATION,550.00,ALEMBIC (DERMA)
CORMUZIK 10GM,Mupirocin,252.00,ALEMBIC (DERMA)
ADVAN 10 GM,Adapalene,480.60,ALEMBIC (DERMA)
HABICCOR 30GM,Tacrolimus,248.58,ALEMBIC (DERMA)
TACORYZA 10GM 10ML,Tacrolimus,790.45,ALEMBIC (DERMA)
HABICCOR-S 15GM,Tacrolimus,177.00,ALEMBIC (DERMA)
ADVAN-THF 15GM,Adapalene + Clindamycin,316.69,ALEMBIC (DERMA)
ALTRIS HD BLAK,NEEDS_VERIFICATION,"1,486.00",ALEMBIC (DERMA)
ALTRIS HD BRON,Hair Color (Non-drug cosmetic),"1,603.00",ALEMBIC (DERMA)
ALTRIS 5 SOLUTION 60ML,Minoxidil,"1,887.00",ALEMBIC (DERMA)
GROCAPIX SOLUTION 60ML,Minoxidil,"1,556.61",ALEMBIC (DERMA)
ORYZA CREAM 50GM,Oat Extract + Ceramides + Moisturizing Agents,895.00,ALEMBIC (DERMA)
CANVAZ GEL,NEEDS_VERIFICATION,594.52,ALEMBIC (DERMA)
ALSIVA 40MG TAB 10S,Olmesartan,150.00,ALEMBIC (DERMA)
ALSIVA 80MG TAB 10S,Olmesartan,279.38,ALEMBIC (DERMA)
ITAPHYTE 200MG CAP 7S,Itraconazole,232.26,ALEMBIC (DERMA)
ULZOL CREAM 10GM,Luliconazole,126.56,ALEMBIC (DERMA)
GROGAIN CAP 10'S,Biotin + Multivitamins + Amino Acids,182.00,ALEMBIC (DERMA)
GROGAIN CAP 30'S,Biotin + Multivitamins + Amino Acids,555.00,ALEMBIC (DERMA)
BILAMBIC 40MG TAB 10'S,Bilastine,168.75,ALEMBIC (DERMA)
ZEET DX SYRUP 100ML,Dextromethorphan + Chlorpheniramine,119.91,ALEMBIC (MAXIS)
ZEET LD SYRUP 120ML,Levosalbutamol + Ambroxol + Guaiphenesin,135.94,ALEMBIC (MAXIS)
ALTHROCIN LIQU. 60 ML,Erythromycin,73.12,ALEMBIC (MAXIS)
ALTHROCIN 500MG TABS 10'S,Erythromycin,135.84,ALEMBIC (MAXIS)
ALTHROCIN 250MG TABS 10'S,Erythromycin,69.70,ALEMBIC (MAXIS)
WIKORYL 10MG TABS 15'S,Cetirizine,86.44,ALEMBIC (MAXIS)
ALTHROCIN KID TABS 10'S,Erythromycin,45.05,ALEMBIC (MAXIS)
ALTHROCIN DROPS 10ML,Erythromycin,57.33,ALEMBIC (MAXIS)
WIKORYL DROPS 15ML,Phenylephrine + Chlorpheniramine,108.23,ALEMBIC (MAXIS)
WIKORYL ND TABS 10'S,Cetirizine + Phenylephrine,67.41,ALEMBIC (MAXIS)
ZEET EXPT.100ML,Ambroxol + Guaifenesin + Terbutaline,125.16,ALEMBIC (MAXIS)
NIMEGASIC TABS 10'S,Nimesulide,51.56,ALEMBIC (MAXIS)
BROZEET SYRUP 100ML,Bromhexine + Guaiphenesin + Terbutaline,137.06,ALEMBIC (MAXIS)
ZEET EXPT. TABS 10'S,Ambroxol + Guaifenesin + Terbutaline,39.94,ALEMBIC (MAXIS)
BILAMBIC-M TAB 10'S,Bilastine + Montelukast,133.30,ALEMBIC (MAXIS)
ONDANBIC TAB 10'S,Ondansetron,39.19,ALEMBIC (MAXIS)
WIKORYL ORAL SUSP. 75ML,Cetirizine,107.20,ALEMBIC (MAXIS)
WIKORYL AF SYP 75ML,Phenylephrine + Chlorpheniramine,101.25,ALEMBIC (MAXIS)
NIMEGESIC IR TABS 10'S,Nimesulide,65.34,ALEMBIC (MAXIS)
FUROBID 500MG TABS 4'S,Furazolidone,151.88,ALEMBIC (MAXIS)
FUROBID 250MG TABS 4'S,Furazolidone,77.39,ALEMBIC (MAXIS)
NIMEGESIC P TABS 10'S,Nimesulide + Paracetamol,40.41,ALEMBIC (MAXIS)
NEOZEET SYP. 60ML,Cetirizine,55.22,ALEMBIC (MAXIS)
MEGACLAV DRY SYP.30ML,Amoxicillin + Clavulanic Acid,49.61,ALEMBIC (MAXIS)
MEGACLAV 375MG TAB,Amoxicillin + Clavulanic Acid,169.69,ALEMBIC (MAXIS)
MEGACLAV 625MG TAB,Amoxicillin + Clavulanic Acid,184.97,ALEMBIC (MAXIS)
WIKORYL AF 1 DROPS 15ML,Cetirizine,91.87,ALEMBIC (MAXIS)
XCEFT-200 TAB,Cefixime,132.42,ALEMBIC (MAXIS)
MEGACLAV DS 30ML,Amoxicillin + Clavulanic Acid,120.56,ALEMBIC (MAXIS)
WIKORYL DS SYP 60ML.,Cetirizine,102.80,ALEMBIC (MAXIS)
WIKORYL L TAB 10'S,Levocetirizine,46.73,ALEMBIC (MAXIS)
AL5ZYME CAP 10'S,Fungal Diastase + Pepsin,148.87,ALEMBIC (MAXIS)
BROZEET LS SYP 100ML.,Levosalbutamol + Ambroxol + Guaifenesin,140.91,ALEMBIC (MAXIS)
ALEM 20 10'S,Rabeprazole,67.41,ALEMBIC (MAXIS)
AL5ZYME LIQ 100ML,Fungal Diastase + Pepsin,161.00,ALEMBIC (MAXIS)
ZEET P SYP 60ML,Paracetamol + Phenylephrine + Chlorpheniramine,72.70,ALEMBIC (MAXIS)
BROZEET SF 100ML,Ambroxol + Guaifenesin + Terbutaline,70.83,ALEMBIC (MAXIS)
BROZEET LS PLUS 100ML,Levosalbutamol + Ambroxol + Guaifenesin,101.77,ALEMBIC (MAXIS)
AL5ZYME DROP 15ML,Fungal Diastase + Pepsin,72.98,ALEMBIC (MAXIS)
ZEET 12 SYRUP 100ML.,Cyproheptadine,66.75,ALEMBIC (MAXIS)
BROZEET LS DROPS 15ML,Levosalbutamol + Ambroxol + Guaiphenesin,87.09,ALEMBIC (MAXIS)
BROZEET LS 1MG 100ML,Levosalbutamol + Ambroxol + Guaiphenesin,133.69,ALEMBIC (MAXIS)
ESOLEMBIC-D CAP 15'S,Esomeprazole + Domperidone,108.94,ALEMBIC (MAXIS)
ULGEL TAB,Aluminium Hydroxide + Magnesium Hydroxide,162.00,ALEMBIC ENTERON
VONOFIDE 10MG TAB 10'S,Olmesartan,84.38,ALEMBIC ENTERON
VONOFIDE 20MG TAB 10'S,Vonoprazan,153.98,ALEMBIC ENTERON
REKOOL 20MG TABS 15'S,Rabeprazole,219.66,ALEMBIC ENTERON
REKOOL 10MG TABS 10'S,Rabeprazole,73.83,ALEMBIC ENTERON
ETRIK 120MG TABS 10'S,Etoricoxib,208.31,ALEMBIC ENTERON
ETRIK 90MG TABS 10'S,Etoricoxib,185.25,ALEMBIC ENTERON
ETRIK 60MG TABS 10'S,Etoricoxib,118.88,ALEMBIC ENTERON
REKOOL D CAPS(20MG) 15'S,Rabeprazole + Domperidone,296.16,ALEMBIC ENTERON
KOOL IT CAPS 10'S,Rabeprazole + Domperidone,179.95,ALEMBIC ENTERON
ULGEL CORDMOM SUSP.200M,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,228.00,ALEMBIC ENTERON
ULGERAFT SYP 150,Sodium Alginate + Sodium Bicarbonate + Calcium Carbonate,7.97,ALEMBIC ENTERON
ETRIK P TAB 10'S,Etoricoxib + Paracetamol,144.89,ALEMBIC ENTERON
LEVOGASTROL 25MG 10'S,Levosulpiride,127.78,ALEMBIC ENTERON
LEVOGASTROL OD 75MG TAB 10'S,Levosulpiride,202.22,ALEMBIC ENTERON
TOCAMIDE TAB 15S,Tolvaptan,305.34,ALEMBIC ENTERON
ETRIK MR TAB 10'S,Etoricoxib + Thiocolchicoside,303.75,ALEMBIC ENTERON
REKOOL 40MG TAB 10',Rabeprazole,254.34,ALEMBIC ENTERON
REKOOL 40-L-TABS,Rabeprazole + Levosulpiride,295.13,ALEMBIC ENTERON
REKOOL D 40 TAB 10,Rabeprazole + Domperidone,169.69,ALEMBIC ENTERON
REKOOL IT CAP 15S,Rabeprazole + Itopride,354.38,ALEMBIC ENTERON
ULGEL A SYP 200 ML,Aluminium Hydroxide + Magnesium Hydroxide + Simethicone,194.06,ALEMBIC ENTERON
ULGEL TAB,Aluminium Hydroxide + Magnesium Hydroxide,148.22,ALEMBIC ENTERON
ALTORAN 40 TAB 10S,Olmesartan,209.81,ALEMBIC ENTERON
CAMERIV 10MG TAB 14'S,Rivaroxaban,160.88,ALEMBIC LTD.(SPECIA)
GLZ XR TAB 15 S,Gliclazide,122.25,ALEMBIC LTD.(SPECIA)
CAMERIV 15 MG TAB 14'S,Rivaroxaban,170.63,ALEMBIC LTD.(SPECIA)
CETANIL 20MG TAB 10,Telmisartan,46.17,ALEMBIC LTD.(SPECIA)
SITALEMBIC-D 10/100 TAB 15'S,Dapagliflozin + Sitagliptin,258.47,ALEMBIC LTD.(SPECIA)
SITALEMBIC MD(500MG)TAB 15'S,Sitagliptin + Metformin,352.10,ALEMBIC LTD.(SPECIA)
SITALEMBIC MD(500MG)TAB 15'S,Sitagliptin + Metformin,354.09,ALEMBIC LTD.(SPECIA)
SITALEMBIC M(1000MG)TAB 15'S,Sitagliptin + Metformin,214.55,ALEMBIC LTD.(SPECIA)
GLZ TOTAL TAB 10,Gliclazide + Metformin + Voglibose,173.06,ALEMBIC LTD.(SPECIA)
EXENTA 25MG TAB 10 S,Empagliflozin,211.50,ALEMBIC LTD.(SPECIA)
GLZ 80 MG TAB 10S,Gliclazide,140.63,ALEMBIC LTD.(SPECIA)
CETANIL TRIO 12.5MG TAB 10S,Telmisartan + Cilnidipine + Chlorthalidone,251.44,ALEMBIC LTD.(SPECIA)
CETANIL CT TAB 10'S,Telmisartan + Chlorthalidone,270.00,ALEMBIC LTD.(SPECIA)
CETANIL 20MG TAB 10,Telmisartan,200.06,ALEMBIC LTD.(SPECIA)
CETANIL O TAB 10S,Telmisartan + Cilnidipine,165.98,ALEMBIC LTD.(SPECIA)
CETANIL M 50MG TAB 10',Telmisartan + Metoprolol Succinate,153.19,ALEMBIC LTD.(SPECIA)
CETANIL T 80 MG TABS,Telmisartan,195.56,ALEMBIC LTD.(SPECIA)
CETANIL T(40MG) TAB 15S,Telmisartan,217.10,ALEMBIC LTD.(SPECIA)
EXENTA 50 MG TAB 10 S,Vildagliptin,253.64,ALEMBIC LTD.(SPECIA)
EXENTA T 10 MG TAB 20 S,Empagliflozin + Teneligliptin,331.03,ALEMBIC LTD.(SPECIA)
EXENTA T 20 MG TAB 10 S,Empagliflozin + Teneligliptin,280.36,ALEMBIC LTD.(SPECIA)
FULFLO TAB 1*10'S,Tamsulosin + Dutasteride,210.94,ALEMBIC LTD.(SPECIA)
SITALEMBIC M(100/500MG)SR TAB 10'S,Sitagliptin + Metformin,257.39,ALEMBIC LTD.(SPECIA)
CETANIL T 20MG TABS 10S,Telmisartan,133.78,ALEMBIC LTD.(SPECIA)
CETANIL TRIO 6.25MG TAB 10S,Telmisartan + Cilnidipine + Chlorthalidone,244.00,ALEMBIC LTD.(SPECIA)
DIAX OD CAP 10'S,Doxophylline,218.06,ALEMBIC LTD.(SPECIA)
CETANIL CT TAB 10'S,Telmisartan + Chlorthalidone,116.67,ALEMBIC LTD.(SPECIA)
CETANIL TM 50MG TAB 10'S,Telmisartan + Metoprolol Succinate,180.47,ALEMBIC LTD.(SPECIA)
SITALEMBIC M(100/500MG)SR TAB 10'S,Sitagliptin + Metformin,148.31,ALEMBIC LTD.(SPECIA)
SITALEMBIC M(500MG)TAB 15'S,Sitagliptin + Metformin,177.84,ALEMBIC LTD.(SPECIA)
SITALEMBIC MD(1000MG)TAB 15'S,Sitagliptin + Metformin,180.42,ALEMBIC LTD.(SPECIA)
CETANIL TRIO 12.5MG TAB 10S,Telmisartan + Cilnidipine + Chlorthalidone,153.84,ALEMBIC LTD.(SPECIA)
ALTORAN 80MG TAB 10S,Olmesartan,125.44,ALEMBIC LTD.(SPECIA)
ALTORAN CH 12.5MG TAB 10S,Olmesartan + Chlorthalidone,206.67,ALEMBIC LTD.(SPECIA)
CAMERIV 2.5MG TAB 14'S,Rivaroxaban,223.13,ALEMBIC LTD.(SPECIA)
GLZ MEX TAB 10S,Gliclazide + Metformin,73.78,ALEMBIC LTD.(SPECIA)
GLZ PLUS TABS 15'S,Gliclazide + Metformin,138.47,ALEMBIC LTD.(SPECIA)
VEHYCAL C TABS,Calcium + Cholecalciferol,66.75,ALEMBIC LTD.ELENA
DAMOXY 30MG TAB,Duloxetine,184.69,ALEMBIC LTD.ELENA
VEHYCAL-XT TAB 15'S,Calcium + Vitamin D3 + Iron + Folic Acid,294.37,ALEMBIC LTD.ELENA
ISOFIT TAB 10'S,Isosorbide Mononitrate,561.56,ALEMBIC LTD.ELENA
ISOFIT SR 30MG TAB 10'S,Isoxsuprine,936.56,ALEMBIC LTD.ELENA
ISOFIT SR 20MG TAB 1*10'S,Isoxsuprine,651.56,ALEMBIC LTD.ELENA
FOLINAL TABS,Folic Acid,121.88,ALEMBIC LTD.ELENA
NITACURE 500MG TABS 6'S,Nitazoxanide,50.48,ALEMBIC LTD.ELENA
NITACURE SYP. 30ML,Nitazoxanide,27.05,ALEMBIC LTD.ELENA
NITACURE 200MG TABS 6'S,Nitazoxanide,26.77,ALEMBIC LTD.ELENA
NITA-O TAB 10'S,Nitazoxanide + Ofloxacin,118.13,ALEMBIC LTD.ELENA
MUCOSYN 5 TABS 10'S,Ambroxol,54.84,ALEMBIC LTD.ELENA
RICHGLOW 10 SOFTGELS,Biotin + Multivitamins + Minerals + Antioxidants,73.07,ALEMBIC LTD.ELENA
LACTONIC GRANULES 200GM,Lactulose,414.00,ALEMBIC LTD.ELENA
VEHYCAL TAB 15'S,Calcium + Vitamin D3,127.00,ALEMBIC LTD.ELENA
CRINA NCR TAB 1*10TAB,Norethisterone,212.20,ALEMBIC LTD.ELENA
CRINA NCR 15 TAB 10S,Norethisterone,129.20,ALEMBIC LTD.ELENA
RICHGLOW GEL 50G,NEEDS_VERIFICATION,532.00,ALEMBIC LTD.ELENA
AZITHRAL PULSE TAB 15S,Azithromycin,314.84,ALEMBIC MEGACARE
REGUTOL SYRUP 30ML,Lactulose,220.00,ALEMBIC MEGACARE
AZITHRAL 250MG CAPS 6'S,Azithromycin,122.22,ALEMBIC MEGACARE
MAGADOL SUSP 60ML,Paracetamol,42.21,ALEMBIC MEGACARE
EPHEDREX SYP. 100ML,Terbutaline + Bromhexine + Guaifenesin,69.23,ALEMBIC MEGACARE
MAGADOL TABS 10'S,Tramadol + Paracetamol,81.00,ALEMBIC MEGACARE
AZITHRAL LIQ 200 15ML,Azithromycin,54.63,ALEMBIC MEGACARE
AZITHRAL LIQ 100 15ML,Azithromycin,56.95,ALEMBIC MEGACARE
AZITHRAL KID TABS 5'S,Azithromycin,63.09,ALEMBIC MEGACARE
LORMEG TABS 10'S,Loratadine,51.47,ALEMBIC MEGACARE
AZITHRAL 500MG TAB 5'S,Azithromycin,126.73,ALEMBIC MEGACARE
AZITHRAL XP KIT,Azithromycin + Secnidazole + Fluconazole,100.92,ALEMBIC MEGACARE
AZITHRAL JUNR.DROPS 7.5ML,Azithromycin,27.31,ALEMBIC MEGACARE
LAVETA 5MG TABS 10'S,Levocetirizine,104.53,ALEMBIC MEGACARE
LAVETA A TABS 10'S,Levocetirizine + Ambroxol,70.73,ALEMBIC MEGACARE
LAVETA SYP 30ML,Levocetirizine,44.25,ALEMBIC MEGACARE
EPHEDREX PLUS SYP 100ML,Ambroxol + Guaifenesin + Terbutaline,74.63,ALEMBIC MEGACARE
LAVETA M TAB 10'S,Levocetirizine + Montelukast,249.75,ALEMBIC MEGACARE
AZITHRAL XL 200 30ML LIQ.,Azithromycin,109.28,ALEMBIC MEGACARE
AZITHRAL XL 100ML LIQ.30ML,Azithromycin,114.19,ALEMBIC MEGACARE
LAVETA COLD TAB 10'S,Paracetamol + Phenylephrine + Chlorpheniramine,36.09,ALEMBIC MEGACARE
LAVETA M SYP 60ML,Levocetirizine + Montelukast,124.41,ALEMBIC MEGACARE
AZITHRAL 250 DT 5'S,Azithromycin,54.23,ALEMBIC MEGACARE
LAVETA M KID 10S,Levocetirizine + Montelukast,121.97,ALEMBIC MEGACARE
LAVETA 10MG TABS 15S,Levocetirizine,215.58,ALEMBIC MEGACARE
AZITHRAL XL 200 LIQ 60ML,Azithromycin,191.51,ALEMBIC MEGACARE
WIKORYL 325DT 10 TAB,Paracetamol,64.97,ALEMBIC MEGACARE
LAVETA SYRUP 60ML,Levocetirizine,127.22,ALEMBIC MEGACARE
TETAN 80 TAB 15,Telmisartan,148.52,ALEMBIC PAHRMA (PHARMA)
CLOFF XL 60ML,Cefadroxil,239.02,ALEMBIC PAHRMA (PHARMA)
DONANCE 10MG TAB 10'S,Donepezil,121.87,ALEMBIC PAHRMA (PHARMA)
SHARKOFERROL D3 300 GR,Protein Hydrolysate + Vitamins + Minerals + Cholecalciferol,186.56,ALEMBIC PAHRMA (PHARMA)
VITARESP FX KID TAB 10S,Fexofenadine,128.34,ALEMBIC PAHRMA (PHARMA)
SHARKOFERRAL MALT.450GM,Protein Hydrolysate + Vitamins + Minerals,468.80,ALEMBIC PAHRMA (PHARMA)
ROXID TABS 150MG 10S,Roxithromycin,237.66,ALEMBIC PAHRMA (PHARMA)
ROXID KID TABS 10S,Roxithromycin,89.81,ALEMBIC PAHRMA (PHARMA)
ROXID TABS 300MG 10S,Roxithromycin,415.12,ALEMBIC PAHRMA (PHARMA)
ROXID SYUP. 30ML,Roxithromycin,77.25,ALEMBIC PAHRMA (PHARMA)
VITARESP FX 30 SUSP.30ML,Fexofenadine,71.86,ALEMBIC PAHRMA (PHARMA)
JACBIC 5 MG 14S,Tofacitinib,249.38,ALEMBIC PAHRMA (PHARMA)
JAKBIC XR 11MG TAB 14'S,Tofacitinib,420.00,ALEMBIC PAHRMA (PHARMA)
TOFALEMBIC 5MG TAB 14'S,Tofacitinib,249.37,ALEMBIC PAHRMA (PHARMA)
ROXID DROPS 10ML,Roxithromycin,117.09,ALEMBIC PAHRMA (PHARMA)
ROXID M TABS 10S,Roxithromycin,247.50,ALEMBIC PAHRMA (PHARMA)
SHARKOFERROL 200GM,Ferric Ammonium Citrate,222.19,ALEMBIC PAHRMA (PHARMA)
TETAN 40 TABS 10S,Telmisartan,108.31,ALEMBIC PAHRMA (PHARMA)
TETAN 20 TABS 10S,Telmisartan,61.11,ALEMBIC PAHRMA (PHARMA)
TETAN H TABS 15'S,Telmisartan + Hydrochlorothiazide,318.84,ALEMBIC PAHRMA (PHARMA)
GLIMSER 1 TABS 15S,Glimepiride,154.83,ALEMBIC PAHRMA (PHARMA)
GLIMSER 2 TABS 10S,Glimepiride,222.95,ALEMBIC PAHRMA (PHARMA)
ROXID-100 SYP 30ML,Roxithromycin,183.00,ALEMBIC PAHRMA (PHARMA)
ROXID 75 MG TABS,Roxithromycin,72.94,ALEMBIC PAHRMA (PHARMA)
LIVFIT SYP 200ML,Silymarin,246.00,ALEMBIC PAHRMA (PHARMA)
LIVFIT TABS 10S,Silymarin,76.88,ALEMBIC PAHRMA (PHARMA)
ZOFIX 200 TAB 10S,Cefixime,84.07,ALEMBIC PAHRMA (PHARMA)
PANPLUS 40 TAB 10S,Pantoprazole,67.97,ALEMBIC PAHRMA (PHARMA)
ZOFIX 100 TAB,Cefixime,55.73,ALEMBIC PAHRMA (PHARMA)
ZOFIX DRY SYP 30ML.,Cefixime,41.27,ALEMBIC PAHRMA (PHARMA)
ZOFIX 50DT TAB,Cefixime,29.53,ALEMBIC PAHRMA (PHARMA)
GLIMSER P1 TAB 10S,Glimepiride + Pioglitazone,150.00,ALEMBIC PAHRMA (PHARMA)
GLIMSER P2 TAB 10S,Glimepiride + Pioglitazone,159.42,ALEMBIC PAHRMA (PHARMA)
TETAN AM TAB 15'S,Telmisartan + Amlodipine,292.87,ALEMBIC PAHRMA (PHARMA)
TETAN BETA 25 TAB 10S,Telmisartan + Metoprolol Succinate,306.09,ALEMBIC PAHRMA (PHARMA)
TETAN BETA 50 TAB 10S,Telmisartan + Metoprolol Succinate,462.80,ALEMBIC PAHRMA (PHARMA)
ZOFIX O TAB 1*10TAB,Cefixime + Ofloxacin,141.56,ALEMBIC PAHRMA (PHARMA)
PANPLUS D 40 TAB 10S,Pantoprazole + Domperidone,171.66,ALEMBIC PAHRMA (PHARMA)
ZOFIX O 100DT TAB 10S,Cefixime + Ofloxacin,83.58,ALEMBIC PAHRMA (PHARMA)
PANPLUS L TAB,Pantoprazole + Levosulpiride,326.34,ALEMBIC PAHRMA (PHARMA)
TETAN CT 6.25MG 10S,Telmisartan + Chlorthalidone,275.16,ALEMBIC PAHRMA (PHARMA)
TETAN CT 12.5MG 10S,Telmisartan + Chlorthalidone,295.64,ALEMBIC PAHRMA (PHARMA)
PANPLUS D 20 TAB,Pantoprazole + Domperidone,78.19,ALEMBIC PAHRMA (PHARMA)
ZOFIX CV 100 DT 10S,Cefixime + Clavulanic Acid,107.67,ALEMBIC PAHRMA (PHARMA)
PANPLUS 20 TAB 10'TAB,Pantoprazole,25.45,ALEMBIC PAHRMA (PHARMA)
GLIMSER FORTE 1 TAB 10 S 1*10,Glimepiride + Metformin,190.03,ALEMBIC PAHRMA (PHARMA)
GLIMSER FORTE 2 TAB 10S,Glimepiride + Metformin,212.81,ALEMBIC PAHRMA (PHARMA)
VITARESP 120 FX TAB 10S,Fexofenadine,153.84,ALEMBIC PAHRMA (PHARMA)
ZOFIX 100 DRY SYP,Cefixime,58.76,ALEMBIC PAHRMA (PHARMA)
TETAN TRIO TAB 10S,Telmisartan + Cilnidipine + Chlorthalidone,193.92,ALEMBIC PAHRMA (PHARMA)
VITARESP 180 FX TAB 10S,Fexofenadine,265.45,ALEMBIC PAHRMA (PHARMA)
CLOFF 250MG.TAB 1*10'S,Cefadroxil,257.00,ALEMBIC PAHRMA (PHARMA)
CLOFF 500MG TAB 4S,Cefadroxil,425.56,ALEMBIC PAHRMA (PHARMA)
CLOFF 125 DRY SYRUP 30ML,Cefadroxil,148.99,ALEMBIC PAHRMA (PHARMA)
VITARESP FX SUSP 60ML,Fexofenadine,155.70,ALEMBIC PAHRMA (PHARMA)
CLOFF 250 DRY SYRUP 30ML,Cefadroxil,268.22,ALEMBIC PAHRMA (PHARMA)
ONECAN C POWDER100GM,NEEDS_VERIFICATION,98.44,ALEMBIC PAHRMA (PHARMA)
VILDAMBIC M 1000MG TAB 15'S,Vildagliptin + Metformin,175.55,ALEMBIC PAHRMA (PHARMA)
VILDAMBIC M 500MG TAB 15'S,Vildagliptin + Metformin,153.28,ALEMBIC PAHRMA (PHARMA)
VILDAMBIC 50MG TAB 15'S,Vildagliptin,101.86,ALEMBIC PAHRMA (PHARMA)
ROXID LIQUID 60ML,Roxithromycin,222.10,ALEMBIC PAHRMA (PHARMA)
REVAS AM 5 10,Losartan + Amlodipine,149.53,ALEMBIC PHARMA LTD  COROZONE
VALEMBIC H 80 TAB 10,Valsartan + Hydrochlorothiazide,147.75,ALEMBIC PHARMA LTD  COROZONE
VALEMBIC H 160 TAB 10,Valsartan + Hydrochlorothiazide,150.00,ALEMBIC PHARMA LTD  COROZONE
ROSAVE A 150MG CAP 10S,Rosuvastatin + Aspirin,67.50,ALEMBIC PHARMA LTD  COROZONE
ROSAVE A 75MG CAP 10S,Rosuvastatin + Aspirin,115.40,ALEMBIC PHARMA LTD  COROZONE
VALEMBIC AM 160MG TAB 10S,Valsartan + Amlodipine,89.81,ALEMBIC PHARMA LTD  COROZONE
VALEMBIC AM 80MG TAB 10S,Valsartan + Amlodipine,77.80,ALEMBIC PHARMA LTD  COROZONE
GLIPY 50 TAB 15S,Vildagliptin,139.41,ALEMBIC PHARMA LTD  COROZONE
GLIPY MET 1000MG TAB 10S,Vildagliptin + Metformin,159.66,ALEMBIC PHARMA LTD  COROZONE
GLIPY MET 500MG TAB 10S,Vildagliptin + Metformin,152.86,ALEMBIC PHARMA LTD  COROZONE
